GeneID	Name	KSIJ01	KSIJ02	KSIJ03	KSIJ04	KSIJ05	KSIJ06
gene4500	yjiR	105	114	115	44	65	67
gene4501	yjiS	2	2	5	1	1	0
gene4502	yjiT	2484	2982	2083	398	366	574
gene4504	mcrC	119	172	208	96	135	84
gene4505	mcrB	371	437	614	305	307	231
gene4506	symE	78	68	128	6	11	17
gene4507	symR	1007	690	2379	3918	2772	3346
gene4508	hsdS	110	133	153	216	230	232
gene4509	hsdM	480	422	436	797	842	953
gene451	tig	10682	9593	10530	6734	7314	9448
gene4510	hsdR	304	352	343	2959	3286	2656
gene4511	mrr	117	147	166	200	209	171
gene4512	yjiA	87	96	113	1245	2149	2382
gene4513	yjiX	53	66	59	536	908	994
gene4514	btsT	68	69	100	7801	14777	13682
gene4515	tsr	1197	989	1287	3549	5046	6327
gene4516	lgoT	71	54	87	97	127	164
gene4517	lgoR	14	17	24	215	193	333
gene4518	lgoD	20	12	20	10	8	4
gene4519	opgB	1737	1902	1751	641	693	784
gene452	clpP	1113	1178	1316	2608	3287	2745
gene4520	yjjA	358	367	457	188	231	226
gene4521	dnaC	197	208	177	201	262	224
gene4522	dnaT	164	164	140	257	323	309
gene4523	yjjB	11	6	8	29	31	17
gene4524	yjjP	197	189	230	177	220	193
gene4525	yjjQ	212	235	283	8	5	10
gene4526	bglJ	96	98	149	11	9	15
gene4527	fhuF	3930	3700	3299	573	1661	1216
gene4528	yjjZ	145	141	198	15	19	23
gene4529	leuV	5067	2681	8937	6689	3734	3533
gene453	clpX	3560	3497	3008	6095	6290	5202
gene4530	leuP	7513	4221	13914	13674	8187	8030
gene4531	leuQ	868	696	1915	440	303	484
gene4532	rsmC	268	233	354	168	201	214
gene4533	holD	288	258	337	118	168	160
gene4534	rimI	226	158	194	105	159	152
gene4535	yjjG	223	175	207	184	175	189
gene4536	prfC	1735	1591	1098	702	794	977
gene4537	osmY	376	349	475	691	309	206
gene4538	ytjA	35	22	45	45	23	17
gene4539	yjjU	119	112	107	124	164	133
gene454	lon	3898	3614	3955	3765	6469	4216
gene4540	yjjV	69	64	73	84	106	82
gene4541	yjjW	4	7	12	710	669	754
gene4542	yjjI	5	12	12	1908	2009	2119
gene4543	deoC	210	190	240	3524	4088	4390
gene4544	deoA	85	71	74	5219	4209	5390
gene4545	deoB	1380	1178	1366	12602	12610	10346
gene4546	deoD	526	386	585	3919	4210	3253
gene4547	yjjJ	189	137	216	211	272	270
gene4548	lplA	105	150	130	332	359	362
gene4549	ytjB	39	39	47	56	66	67
gene455	hupB	1636	1374	2102	3355	3670	3148
gene4550	serB	209	165	234	167	192	240
gene4551	radA	144	146	151	294	308	271
gene4552	nadR	121	173	169	402	360	270
gene4553	ettA	774	691	750	1296	1451	1401
gene4554	slt	121	108	121	399	471	399
gene4555	trpR	277	183	287	159	126	161
gene4556	yjjX	68	77	67	51	79	66
gene4557	ytjC	220	150	215	123	137	161
gene4558	rob	847	811	872	2083	2581	2332
gene4559	creA	113	85	77	60	115	94
gene456	ppiD	1249	1086	1233	1198	1333	1322
gene4560	creB	131	140	85	103	146	131
gene4561	creC	133	127	114	132	127	120
gene4562	creD	71	78	62	24	37	26
gene4563	arcA	5693	5451	5653	6400	6138	8340
gene4564	yjjY	12	5	13	11	9	11
gene4565	yjtD	59	68	77	91	99	88
gene457	ybaV	46	79	48	39	38	22
gene458	fadM	48	29	40	19	5	16
gene459	queC	72	55	72	158	133	155
gene46	kefF	21	23	29	54	50	31
gene460	ybaE	10	9	12	134	125	175
gene461	cof	87	67	115	386	535	574
gene462	decR	213	236	247	185	184	162
gene463	mdlA	183	146	235	253	270	292
gene464	mdlB	161	136	172	282	384	327
gene465	glnK	21	16	18	12	9	5
gene466	amtB	50	38	45	43	43	53
gene467	tesB	133	128	193	181	185	216
gene468	ybaY	89	81	81	222	139	115
gene469	atl	23	22	19	38	56	37
gene47	kefC	25	8	32	83	87	81
gene470	ffs	71576	55833	150428	163952	186808	202235
gene471	ybaA	382	345	330	16	34	65
gene472	pdeB	515	432	509	231	281	269
gene473	ylaC	1485	1382	1374	298	522	528
gene474	maa	1664	1459	1767	314	458	427
gene475	hha	1830	1819	2058	556	718	547
gene476	tomB	2757	2637	4425	1033	1322	1259
gene477	acrB	2176	2032	2086	2605	3032	2597
gene478	acrA	1757	1779	1658	1395	1511	1441
gene479	acrR	922	1120	921	561	648	930
gene48	folA	697	641	666	214	224	333
gene480	mscK	945	786	1018	695	717	841
gene481	ybaM	32	51	42	59	46	43
gene482	priC	64	38	37	89	75	91
gene483	ybaN	65	52	62	46	66	82
gene484	apt	814	715	885	175	280	346
gene485	dnaX	1233	1041	1450	1606	1504	1776
gene486	ybaB	451	401	334	525	604	500
gene487	recR	472	368	531	980	944	1104
gene488	htpG	1737	1292	1496	2708	7540	3587
gene489	adk	2342	2164	1367	1226	953	1255
gene49	apaH	124	99	91	218	234	178
gene490	hemH	222	215	184	194	219	145
gene491	aes	75	78	58	48	64	95
gene492	gsk	312	283	358	161	188	252
gene493	ybaL	480	394	467	971	1096	1006
gene494	fsr	107	126	129	258	327	251
gene495	ushA	104	85	97	314	269	169
gene496	ybaK	23	36	62	36	44	57
gene497	chiX	2336	2809	5255	28580	20874	26067
gene498	ybaP	145	96	159	254	307	229
gene499	ybaQ	169	155	263	152	163	156
gene5	yaaA	56	71	83	215	290	229
gene50	apaG	113	130	121	270	324	305
gene500	copA	108	98	145	1743	1395	1118
gene501	glsA	14	11	11	11	21	9
gene502	ybaT	24	23	36	41	33	27
gene503	cueR	97	85	111	162	211	171
gene504	ybbJ	45	30	28	109	129	86
gene505	qmcA	242	235	324	283	326	264
gene506	fetA	89	104	102	126	136	94
gene507	fetB	47	42	61	82	77	100
gene508	cnoX	229	164	206	596	1022	623
gene509	ybbO	83	66	84	211	261	183
gene51	rsmA	434	443	511	992	1065	1169
gene510	tesA	58	70	105	187	224	164
gene511	ybbA	38	39	45	77	101	64
gene512	ybbP	46	50	44	146	191	126
gene513	rhsD	253	332	397	88	104	65
gene514	ybbC	593	711	889	33	40	16
gene518	ylbG	50	29	59	61	102	91
gene519	selU	44	39	58	101	106	115
gene52	pdxA	292	301	299	690	714	689
gene520	allS	2	1	3	8	9	2
gene521	allA	39	37	50	23	21	24
gene522	allR	829	816	377	657	556	399
gene523	gcl	12	12	14	34	43	31
gene524	hyi	14	23	27	4	5	4
gene525	glxR	35	25	25	6	5	8
gene526	ybbW	30	51	53	6	4	2
gene527	allB	76	73	66	23	12	17
gene528	ybbY	20	14	19	19	10	19
gene529	glxK	9	3	5	7	2	3
gene53	surA	1334	1244	1402	2814	3300	2739
gene530	allE	51	55	73	66	48	57
gene531	allC	50	53	58	55	49	43
gene532	allD	3	1	20	6	4	3
gene533	fdrA	14	23	19	7	1	0
gene534	ylbE	0	4	5	0	6	0
gene535	ylbF	7	7	9	3	5	3
gene536	ybcF	6	6	2	9	5	7
gene537	purK	140	120	153	66	68	80
gene538	purE	52	53	65	12	23	28
gene539	lpxH	273	249	287	592	685	770
gene54	lptD	1408	1013	1116	1763	2149	1664
gene540	ppiB	1543	1344	1658	1937	2025	2250
gene541	cysS	853	750	1146	769	790	959
gene542	ybcI	23	12	14	9	10	9
gene543	ybcJ	178	120	211	310	339	311
gene544	folD	752	627	675	1221	1284	1298
gene545	sfmA	34	31	71	4	4	3
gene546	sfmC	30	29	33	1	0	1
gene547	sfmD	103	125	159	10	8	9
gene548	sfmH	123	107	118	6	3	1
gene549	sfmF	103	89	121	23	31	23
gene55	djlA	138	90	121	225	257	314
gene550	fimZ	56	49	50	7	11	8
gene551	argU	1686	1151	3773	2675	1494	1976
gene552	intD	260	215	250	220	224	202
gene557	insE-3	0	0	0	0	0	0
gene558	insF-3	3	2	5	1	2	0
gene559	emrE	202	272	318	111	91	127
gene56	yabP	297	264	325	158	159	137
gene560	ylcJ	101	135	74	73	44	70
gene561	ybcK	376	453	440	16	7	30
gene562	ybcL	557	820	471	40	23	32
gene563	ybcM	552	706	684	48	44	23
gene564	ylcH	45	42	91	7	4	6
gene565	ybcN	63	77	86	8	5	3
gene566	ninE	26	37	20	0	0	0
gene567	ybcO	33	38	31	1	0	0
gene568	rusA	13	10	8	0	0	0
gene569	ylcG	2	5	8	0	3	2
gene57	yabQ	75	82	101	80	55	49
gene570	ybcQ	39	27	48	7	3	0
gene572	insH-2	6	3	5	19	25	31
gene573	essD	42	28	53	10	15	12
gene574	rrrD	64	44	73	23	21	9
gene575	rzpD	33	20	32	3	6	6
gene576	rzoD	9	10	7	3	3	0
gene577	borD	1168	1299	2206	252	233	244
gene578	ybcV	186	291	213	4	7	12
gene579	ybcW	152	138	152	29	37	27
gene58	rluA	244	193	296	112	125	155
gene580	ylcI	1	0	4	7	15	4
gene581	nohD	11	15	28	6	7	8
gene583	tfaD	26	28	31	5	8	9
gene585	tfaX	72	44	58	8	10	16
gene586	appY	426	548	724	64	44	33
gene587	ompT	6550	6133	9245	3906	4534	3539
gene588	envY	18	12	28	9	7	6
gene589	ybcH	24	17	41	38	25	52
gene59	rapA	1594	1610	1516	670	642	771
gene590	nfrA	160	158	169	225	185	205
gene591	nfrB	253	250	263	112	111	113
gene592	cusS	65	47	83	61	62	64
gene593	cusR	116	118	121	75	86	96
gene594	cusC	22	14	10	21	6	8
gene595	cusF	3	13	4	2	1	3
gene596	cusB	16	17	18	10	13	6
gene597	cusA	41	34	32	33	39	30
gene598	pheP	623	538	815	216	244	332
gene599	ybdG	272	263	313	234	251	268
gene6	yaaJ	41	36	43	295	410	392
gene60	polB	191	180	188	515	710	573
gene600	nfsB	316	260	296	696	787	678
gene601	ybdF	97	100	122	85	89	99
gene602	ybdJ	66	72	134	125	112	95
gene603	ybdK	49	45	40	211	107	49
gene604	sokE	8	6	8	5	5	3
gene605	hokE	8	6	11	2	1	5
gene606	insL-2	0	1	0	0	2	0
gene607	entD	153	146	141	31	71	44
gene608	fepA	525	447	454	150	419	318
gene609	fes	140	118	124	37	193	83
gene61	araD	2	1	10	10	5	4
gene610	ybdZ	20	17	18	21	128	53
gene611	entF	220	194	224	675	1831	1046
gene612	fepE	102	92	104	6	7	9
gene613	fepC	120	76	84	87	302	250
gene614	fepG	84	105	75	77	264	223
gene615	fepD	439	575	456	253	634	583
gene616	entS	147	128	156	65	207	151
gene617	fepB	244	231	314	105	228	190
gene618	entC	844	662	806	151	470	300
gene619	entE	430	393	284	311	764	582
gene62	araA	26	11	30	60	58	33
gene620	entB	107	111	92	204	519	329
gene621	entA	86	61	48	207	519	441
gene622	entH	92	113	77	247	585	482
gene623	cstA	345	328	345	944	1491	2382
gene624	ybdD	57	55	51	125	116	217
gene625	hcxA	114	126	142	68	86	55
gene626	ybdL	60	52	78	56	74	45
gene627	ybdM	23	23	24	7	6	15
gene628	ybdN	60	65	75	5	10	18
gene629	ybdO	167	212	243	19	18	32
gene63	araB	13	8	22	12	25	17
gene630	dsbG	86	100	109	96	111	59
gene631	ahpC	4221	3671	4094	8460	8857	6244
gene632	ahpF	1757	1579	1780	2376	2382	2193
gene633	uspG	138	125	169	231	266	220
gene634	ybdR	55	67	62	28	46	26
gene635	yldA	10	18	9	17	15	33
gene636	rnk	175	146	190	192	288	448
gene637	rna	213	150	247	476	605	555
gene638	citT	28	13	45	6	20	16
gene639	citG	6	2	5	2	1	0
gene64	araC	23	27	47	90	72	123
gene640	citX	4	7	5	1	2	4
gene641	citF	13	9	10	10	15	7
gene642	citE	3	2	4	1	3	0
gene643	citD	0	2	4	0	2	0
gene644	citC	5	20	16	2	1	0
gene645	dpiB	109	134	132	74	71	55
gene646	dpiA	66	77	86	41	35	29
gene647	dcuC	44	34	47	920	850	991
gene648	pagP	220	254	271	47	45	56
gene649	cspE	5242	4952	10360	12017	11076	18636
gene65	yabI	172	187	271	638	653	732
gene650	crcB	49	54	54	33	47	32
gene652	tatE	727	715	494	264	206	207
gene653	lipA	1759	1417	2272	2368	2471	2520
gene654	ybeF	336	399	584	14	20	23
gene655	lipB	95	92	123	59	77	67
gene656	ybeD	374	376	427	276	490	435
gene657	dacA	1743	1915	1262	1062	1150	1379
gene658	rlpA	415	332	465	540	632	582
gene659	mrdB	789	720	944	808	810	894
gene66	thiQ	28	24	33	41	45	72
gene660	mrdA	1368	1336	1302	724	907	1066
gene661	rlmH	667	524	637	363	430	515
gene662	rsfS	760	596	823	375	378	420
gene663	cobC	93	81	116	119	135	100
gene664	nadD	168	128	150	238	300	212
gene665	holA	319	279	364	574	628	661
gene666	lptE	678	546	804	1062	1225	1230
gene667	leuS	2649	2284	2038	3336	3854	3176
gene668	ybeL	48	37	49	732	463	462
gene669	ybeQ	130	198	150	18	19	18
gene67	thiP	80	52	73	83	76	104
gene670	ybeR	64	58	81	2	1	1
gene671	djlB	77	96	106	8	6	4
gene672	ybeT	78	105	122	5	1	3
gene673	ybeU	84	118	116	7	9	7
gene674	djlC	178	210	189	29	31	26
gene675	hscC	33	48	67	130	104	198
gene676	rihA	56	79	60	651	780	1052
gene677	gltL	101	65	87	157	174	338
gene678	gltK	31	33	30	75	108	159
gene679	gltJ	99	110	124	265	323	532
gene68	thiB	159	129	136	71	111	94
gene680	gltI	569	580	877	2592	2396	2898
gene681	insH-3	0	0	1	4	5	5
gene682	lnt	1243	906	1235	1233	1209	985
gene683	ybeX	644	503	666	612	876	553
gene684	ybeY	187	180	126	310	422	204
gene685	ybeZ	366	307	292	517	789	467
gene686	miaB	1321	1101	1198	752	763	813
gene687	ubiF	108	114	119	386	345	319
gene688	glnX	2452	1529	4388	5795	2810	3454
gene689	glnV	2750	1818	4832	5874	2936	3592
gene69	sgrR	56	64	97	146	176	124
gene690	metU	721	619	1307	189	208	352
gene691	glnW	2152	1637	3510	4487	1486	1970
gene692	glnU	2587	1958	4351	4546	1530	1981
gene693	leuW	2947	2190	6304	4222	2531	3096
gene694	metT	2205	2209	4043	477	327	521
gene695	asnB	415	321	354	642	838	772
gene696	umpH	499	519	678	1260	1287	1313
gene697	nagC	348	275	389	1744	1920	1513
gene698	nagA	393	368	479	2079	2318	1828
gene699	nagB	287	212	285	1825	2207	1658
gene7	talB	2870	2461	2882	9564	12986	12110
gene70	sgrS	58	36	84	205	224	236
gene700	nagE	344	242	345	3254	3967	3379
gene701	glnS	984	854	1144	1233	1358	1268
gene702	chiP	39	31	41	126	121	199
gene703	chiQ	10	13	24	13	10	11
gene704	fur	2288	1962	2822	1677	1824	2159
gene705	uof	667	581	959	735	883	909
gene706	fldA	1443	1415	1495	1276	1229	1475
gene707	ybfE	859	779	658	145	161	137
gene708	ybfF	348	341	176	193	177	166
gene709	seqA	1536	1661	955	1239	1245	1274
gene71	sgrT	53	30	75	185	192	209
gene710	pgm	813	609	682	1641	1751	1581
gene711	ybfP	69	37	58	25	24	27
gene714	potE	51	41	50	40	27	18
gene715	speF	31	31	51	12	19	16
gene716	ybfK	4	8	8	1	0	0
gene717	kdpE	42	42	95	119	100	93
gene718	kdpD	147	167	198	303	276	223
gene719	kdpC	39	41	53	28	21	34
gene72	setA	112	124	117	112	104	70
gene720	kdpB	14	38	25	16	27	20
gene721	kdpA	31	11	26	7	13	12
gene722	kdpF	4	7	7	2	1	0
gene723	ybfA	1645	1649	2360	2137	2292	2232
gene724	rhsC	251	222	263	145	135	124
gene725	ybfB	48	61	102	3	4	6
gene727	ybfC	118	138	143	10	9	8
gene728	ybfQ	41	49	92	4	7	2
gene73	leuD	33	16	35	30	41	33
gene730	ybfD	163	210	249	10	6	6
gene731	ybgA	78	129	99	139	97	39
gene732	phr	47	72	65	208	154	67
gene733	dtpD	39	47	21	34	51	26
gene734	ybgI	166	242	119	425	516	340
gene735	pxpB	41	60	51	274	350	247
gene736	pxpC	113	119	108	495	553	379
gene737	pxpA	108	104	84	390	470	329
gene738	nei	95	60	91	176	178	191
gene739	abrB	23	12	28	592	682	613
gene74	leuC	46	41	49	41	46	38
gene740	ybgO	23	25	27	7	7	5
gene741	ybgP	19	13	15	8	9	10
gene742	ybgQ	74	52	79	13	18	25
gene743	ybgD	148	121	165	8	3	2
gene744	gltA	1214	1140	1504	914	2644	1421
gene745	ybgU	363	392	461	246	478	253
gene746	sdhC	263	284	345	116	192	279
gene747	sdhD	89	75	108	70	146	213
gene748	sdhA	284	225	281	593	1496	2341
gene749	sdhB	294	233	336	513	1132	1493
gene75	leuB	65	89	75	43	41	29
gene750	sucA	621	602	840	2512	6650	6459
gene751	sucB	280	242	277	2423	7097	4142
gene752	sucC	212	177	139	1665	5300	2712
gene753	sucD	194	173	114	1104	3690	1621
gene754	mngR	159	149	202	129	123	110
gene755	mngA	16	26	19	17	13	16
gene756	mngB	122	130	92	108	101	81
gene757	cydA	1340	1223	1314	7440	7200	6112
gene758	cydB	706	680	763	4598	4605	3393
gene759	cydX	530	582	681	2805	2866	2475
gene76	leuA	195	203	169	30	57	32
gene760	ybgE	364	401	472	2508	2536	2114
gene761	ybgC	490	394	523	261	311	308
gene762	tolQ	514	459	467	230	281	289
gene763	tolR	330	334	358	228	231	233
gene764	tolA	404	373	378	360	323	372
gene765	tolB	1341	1206	1510	1858	2022	1888
gene766	pal	2025	1694	2013	4006	3954	3801
gene767	cpoB	859	779	834	1378	1391	1237
gene768	lysT	2418	2809	4712	243	221	309
gene769	valT	1992	2606	2463	203	170	234
gene77	leuL	512	520	985	372	448	515
gene770	lysW	1459	1796	2257	132	141	165
gene771	valZ	1099	1540	1291	153	153	177
gene772	lysY	563	668	861	59	65	75
gene773	lysZ	1807	1884	2342	138	96	223
gene774	lysQ	233	216	268	21	25	34
gene775	nadA	98	75	72	65	46	47
gene776	pnuC	70	44	39	83	71	50
gene777	zitB	38	27	45	89	100	110
gene778	ybgS	67	82	41	178	68	34
gene779	aroG	609	486	566	1747	2046	1548
gene78	leuO	384	426	395	26	49	43
gene780	gpmA	2179	1882	2379	5003	5546	4463
gene781	galM	557	537	632	3433	5002	5446
gene782	galK	342	286	338	3441	5953	5329
gene783	galT	59	49	58	3113	5452	4288
gene784	galE	253	170	236	6597	8777	8583
gene785	modF	204	209	233	370	546	563
gene786	modE	61	53	71	129	164	117
gene787	acrZ	255	294	529	558	579	543
gene788	modA	344	332	395	1211	1562	1733
gene789	modB	202	245	197	1092	1525	1735
gene79	yabR	0	0	1	3	0	0
gene790	modC	271	237	266	1063	1330	1456
gene791	ybhA	69	68	63	37	50	60
gene792	pgl	109	97	104	559	491	323
gene793	ybhD	84	115	111	4	5	9
gene794	ybhH	44	36	46	0	3	6
gene795	ybhI	54	55	65	4	6	8
gene796	ybhJ	136	147	159	36	35	27
gene797	ybhC	470	444	520	293	356	385
gene798	ybhB	54	47	77	609	349	221
gene799	bioA	106	70	105	75	109	119
gene8	mog	294	300	367	453	657	604
gene80	ilvI	55	79	84	58	89	68
gene800	bioB	78	61	67	38	50	60
gene801	bioF	47	34	36	54	56	73
gene802	bioC	38	53	50	73	68	111
gene803	bioD	33	22	24	23	51	51
gene804	uvrB	680	710	573	882	932	761
gene805	ybhK	246	206	331	250	297	303
gene806	moaA	583	780	725	2421	2811	2863
gene807	moaB	70	92	83	475	281	299
gene808	moaC	26	36	43	386	256	264
gene809	moaD	43	27	38	353	218	244
gene81	ilvH	81	94	28	46	15	26
gene810	moaE	75	54	50	353	233	231
gene811	ybhL	463	479	589	1298	1058	1009
gene812	ybhM	52	63	72	13	13	17
gene813	ybhN	3	4	12	50	22	15
gene814	clsB	11	13	15	87	41	34
gene815	ybhP	3	13	6	58	35	25
gene816	ybhQ	120	103	125	327	305	574
gene817	ybhR	46	24	33	321	366	329
gene818	ybhS	57	31	44	309	329	262
gene819	ybhF	64	57	82	510	556	345
gene82	cra	339	276	311	815	932	1213
gene820	ybhG	36	54	57	240	294	212
gene821	cecR	184	180	149	241	343	281
gene822	rhlE	914	793	623	312	428	424
gene823	ybiA	9	15	11	33	39	51
gene824	dinG	534	476	402	985	1145	1293
gene825	ybiB	138	147	127	379	330	299
gene826	hcxB	62	46	83	155	136	93
gene827	ybiJ	403	365	499	246	317	216
gene828	ybiI	22	19	18	20	20	18
gene829	ybiX	119	99	86	23	85	71
gene83	mraZ	1340	1659	1153	896	895	938
gene830	fiu	1628	1449	1012	134	398	474
gene831	mcbA	10	12	15	12	9	4
gene832	rlmF	166	140	187	32	53	45
gene833	ybiO	50	33	62	151	100	104
gene834	glnQ	157	115	142	157	170	345
gene835	glnP	186	169	190	146	194	293
gene836	glnH	708	606	674	589	659	555
gene837	dps	347	300	479	2765	1589	679
gene838	rhtA	78	40	84	42	39	53
gene839	yliM	2599	2840	1983	1245	754	622
gene84	rsmH	3355	3702	2927	2078	1621	1760
gene840	ompX	9454	7085	11858	11654	10100	8723
gene841	opgE	936	807	886	202	256	314
gene842	rybA	2904	3827	3239	3110	3498	3809
gene843	mntS	1852	2837	2012	2215	2334	2223
gene844	mntR	185	178	201	52	75	70
gene845	ybiR	266	293	224	113	155	168
gene846	ldtB	629	542	701	284	300	359
gene847	ybiT	857	687	772	473	540	555
gene848	ybiU	39	36	42	35	38	51
gene849	ybiV	175	158	238	71	95	67
gene85	ftsL	2774	2763	2936	2724	2302	2440
gene850	ybiW	33	24	28	82	67	70
gene851	ybiY	1	0	1	3	4	11
gene852	fsaA	20	28	26	80	128	132
gene853	moeB	159	131	115	508	507	491
gene854	moeA	129	104	103	390	444	321
gene855	iaaA	28	35	28	143	188	127
gene856	gsiA	66	54	71	368	400	254
gene857	gsiB	56	63	52	284	258	132
gene858	gsiC	26	44	16	162	130	107
gene859	gsiD	25	30	22	120	112	80
gene86	ftsI	1329	1432	1571	4101	4685	3423
gene860	pdeI	968	1189	1325	108	89	116
gene861	dgcI	655	754	830	205	261	235
gene862	rimO	418	361	413	126	115	132
gene863	bssR	47	54	54	736	719	531
gene864	yliI	23	31	23	135	134	130
gene865	gstB	141	119	101	123	146	93
gene866	dacC	173	143	212	471	384	257
gene867	deoR	433	393	423	182	216	209
gene868	ybjG	802	689	1012	206	299	204
gene869	mdfA	215	200	243	51	78	68
gene87	murE	456	451	527	1769	1814	1526
gene870	ybjH	39	44	45	30	31	33
gene871	ybjI	95	102	90	90	97	87
gene872	ybjJ	123	144	169	117	172	128
gene873	rcdA	18	25	25	53	44	72
gene874	rybB	83	60	108	411	247	346
gene875	ybjL	738	679	793	386	376	379
gene876	ybjM	74	93	101	92	112	99
gene877	grxA	668	701	940	389	331	347
gene878	ybjC	254	256	348	307	360	314
gene879	nfsA	144	168	173	364	443	393
gene88	murF	276	247	280	1145	1371	1092
gene880	rimK	122	115	144	272	261	245
gene881	ybjN	226	254	325	333	474	569
gene882	potF	106	113	112	32	33	34
gene883	potG	10	23	11	5	7	14
gene884	potH	48	19	89	128	159	280
gene885	potI	120	150	87	41	48	51
gene886	ybjO	122	103	127	60	47	61
gene887	rlmC	177	194	171	35	54	47
gene888	artJ	51	54	94	72	54	34
gene889	artM	49	43	47	302	206	171
gene89	mraY	283	236	393	1103	1366	941
gene890	artQ	30	42	46	332	267	152
gene891	artI	106	130	111	557	359	219
gene892	artP	127	113	141	311	263	155
gene893	ybjP	18	14	25	150	104	39
gene894	ybjQ	76	77	83	290	319	260
gene895	amiD	54	46	49	336	351	291
gene896	ybjS	185	138	163	125	118	146
gene897	ybjT	91	73	76	300	315	295
gene898	ltaE	90	119	129	483	385	322
gene899	poxB	26	18	21	700	290	139
gene9	satP	502	386	608	98	96	140
gene90	murD	313	277	334	1168	1303	980
gene900	hcr	4	9	8	90	94	74
gene901	hcp	67	64	64	203	188	123
gene902	lysO	174	152	150	55	78	112
gene903	aqpZ	43	30	35	29	15	28
gene904	ybjD	80	92	146	261	271	240
gene905	ybjX	3225	3156	4270	1392	1516	1089
gene906	macA	110	97	87	166	138	164
gene907	macB	78	76	81	157	175	159
gene908	cspD	44	49	69	338	322	501
gene909	clpS	236	229	261	802	851	704
gene91	ftsW	289	279	296	1051	1166	963
gene910	clpA	2317	2302	2028	9150	8288	7428
gene911	serW	46	28	38	6	11	17
gene912	infA	2812	2230	4554	1340	1765	1988
gene913	aat	114	79	109	158	193	204
gene914	cydC	209	149	182	672	805	660
gene915	cydD	142	173	217	411	548	490
gene916	trxB	630	563	620	604	649	936
gene917	lrp	1224	1108	1213	1720	1750	1890
gene918	ftsK	1512	1374	1643	2597	3359	2828
gene919	lolA	284	277	285	678	738	588
gene92	murG	308	199	188	690	738	569
gene920	rarA	407	384	368	867	1048	793
gene921	serS	1682	1392	1649	5717	6499	6506
gene922	dmsA	68	56	50	1782	1895	1546
gene923	dmsB	24	21	21	903	780	803
gene924	dmsC	29	29	25	764	745	765
gene925	ycaC	14	7	7	98	21	9
gene926	ycaD	227	186	261	90	99	100
gene927	ycaM	52	50	59	35	32	74
gene928	ycaN	102	113	196	66	82	76
gene929	ycaK	46	54	46	25	26	19
gene93	murC	487	477	462	1817	1743	1442
gene930	pflA	227	207	269	1154	1434	1386
gene931	pflB	2454	1815	2418	86340	80037	50577
gene932	focA	338	388	400	5940	6919	4416
gene933	ycaO	894	703	814	500	769	1059
gene934	ycaP	43	28	19	117	77	75
gene935	serC	477	333	480	1366	1524	1338
gene936	aroA	212	212	210	439	481	356
gene937	ycaL	40	37	52	30	34	30
gene938	cmk	899	757	840	315	349	498
gene939	rpsA	61692	47344	55222	23523	26815	35803
gene94	ddlB	546	498	494	1483	1601	1398
gene940	ihfB	1692	1437	1863	613	532	491
gene941	ycaI	291	277	306	84	113	73
gene942	msbA	2282	1974	2051	1141	1293	1494
gene943	lpxK	286	327	260	311	354	336
gene944	ycaQ	131	159	144	108	105	122
gene945	ycaR	84	92	148	265	378	253
gene946	kdsB	521	539	493	780	899	845
gene947	ycbJ	117	101	114	1742	1287	1244
gene948	elyC	30	15	25	12	22	15
gene949	cmoM	179	142	155	161	193	152
gene95	ftsQ	590	522	515	1611	1610	1380
gene950	mukF	463	433	532	890	981	897
gene951	mukE	272	249	285	677	735	707
gene952	mukB	2248	1912	1896	6155	6904	6170
gene953	ldtD	397	466	307	685	547	376
gene954	ycbK	558	495	702	959	857	1197
gene955	gloC	621	526	579	779	889	1013
gene956	aspC	903	887	829	2362	2476	2366
gene958	asnS	2927	2425	3146	3615	3924	4782
gene959	pncB	864	721	909	400	525	539
gene96	ftsA	1165	1180	1000	2735	2300	2112
gene960	pepN	606	527	573	2683	3039	2388
gene961	ssuB	8	5	6	15	18	7
gene962	ssuC	4	7	5	7	2	5
gene963	ssuD	13	5	15	6	6	2
gene964	ssuA	23	13	20	4	5	7
gene965	ssuE	30	37	28	0	1	0
gene966	elfA	121	124	206	13	10	15
gene967	elfD	50	81	97	3	2	8
gene968	elfC	166	290	134	17	23	17
gene969	elfG	21	43	36	19	16	9
gene97	ftsZ	1520	1307	1434	4165	3946	3580
gene970	ycbU	38	49	48	10	12	12
gene971	ycbV	19	19	27	12	7	7
gene972	ycbF	27	20	33	15	8	14
gene973	pyrD	370	379	416	47	46	89
gene974	zapC	568	477	679	173	164	139
gene975	ycbX	167	145	187	253	315	360
gene976	rlmL	1916	2227	1981	944	1030	1169
gene977	uup	1061	1036	876	731	722	903
gene978	pqiA	389	404	486	429	398	459
gene979	pqiB	479	439	425	369	318	349
gene98	lpxC	13254	11759	17861	11154	12791	15409
gene980	pqiC	144	126	120	119	118	138
gene981	rmf	99	66	72	361	283	188
gene982	fabA	1970	1677	2505	2381	2910	3225
gene983	ycbZ	680	557	617	1158	1275	1221
gene984	matP	334	308	403	331	353	363
gene985	ompA	30471	23575	28117	43724	34823	25491
gene986	sulA	2232	2177	2759	766	949	949
gene987	sxy	116	105	153	79	125	90
gene988	yccS	340	354	436	250	300	348
gene989	yccF	283	269	418	96	113	135
gene99	secM	847	759	882	578	928	926
gene990	helD	223	180	240	656	586	477
gene991	mgsA	180	181	245	2162	2472	3629
